chrom	start	end	strand	name	product	KO	description																
contig_1	312385	312789	rev	R401_flye_gene_254	MPG	K03652	DNA-3-methyladenine glycosylase [EC:3.2.2.21]																
contig_1	312974	313810	fwd	R401_flye_gene_255	K07814	K07814	putative two-component system response regulator																
contig_1	310582	311007	fwd	R401_flye_gene_252	hypothetical protein	NA	NA																
contig_1	311123	312085	rev	R401_flye_gene_253	K07486	K07486	transposase																
contig_1	308095	308640	fwd	R401_flye_gene_250	hypothetical protein	NA	NA																
contig_1	6304263	6305102	rev	R401_flye_gene_5460	tauC	K15552	taurine transport system permease protein																
contig_1	308857	310362	rev	R401_flye_gene_251	hypothetical protein	NA	NA																
contig_1	4814246	4814830	rev	R401_flye_gene_4139	yajG	K07286	uncharacterized lipoprotein																
contig_1	6305099	6305893	rev	R401_flye_gene_5461	tauB	K10831	taurine transport system ATP-binding protein [EC:3.6.3.36]																
contig_1	4813975	4814181	fwd	R401_flye_gene_4138	hypothetical protein	NA	NA																
contig_1	6305915	6306892	rev	R401_flye_gene_5462	tauA	K15551	taurine transport system substrate-binding protein																
contig_1	4813462	4813743	rev	R401_flye_gene_4137	hypothetical protein	NA	NA																
contig_1	6307228	6308811	rev	R401_flye_gene_5463	gshA	K01919	glutamate--cysteine ligase [EC:6.3.2.2]																
contig_1	4812081	4813244	fwd	R401_flye_gene_4136	hypothetical protein	NA	NA																
contig_1	6309082	6309465	rev	R401_flye_gene_5464	paaI	K02614	acyl-CoA thioesterase [EC:3.1.2.-]																
contig_1	4811756	4811938	rev	R401_flye_gene_4135	hypothetical protein	NA	NA																
contig_1	6309465	6311789	rev	R401_flye_gene_5465	tex	K06959	protein Tex																
contig_1	1235123	1238611	fwd	R401_flye_gene_1097	smc	K03529	chromosome segregation protein																
contig_1	4797988	4798473	rev	R401_flye_gene_4123	slyD	K03775	FKBP-type peptidyl-prolyl cis-trans isomerase SlyD [EC:5.2.1.8]																
contig_1	6298044	6300044	fwd	R401_flye_gene_5455	betT	K02168	choline/glycine/proline betaine transport protein																
contig_1	1238870	1239715	fwd	R401_flye_gene_1098	zipA	K03528	cell division protein ZipA																
contig_1	4797384	4797866	rev	R401_flye_gene_4122	gpx	K00432	glutathione peroxidase [EC:1.11.1.9]																
contig_1	6300193	6300933	rev	R401_flye_gene_5456	fabG	K00059	3-oxoacyl-[acyl-carrier protein] reductase [EC:1.1.1.100]																
contig_1	327282	327536	rev	R401_flye_gene_269	hypothetical protein	NA	NA																
contig_1	1232624	1234078	rev	R401_flye_gene_1095	xdhA	K13481	xanthine dehydrogenase small subunit [EC:1.17.1.4]																
contig_1	4796023	4797126	rev	R401_flye_gene_4121	nemA	K10680	N-ethylmaleimide reductase [EC:1.-.-.-]																
contig_1	6301050	6301940	fwd	R401_flye_gene_5457	bpeT	K18900	LysR family transcriptional regulator%2C regulator for bpeEF and oprC																
contig_1	1234461	1235120	fwd	R401_flye_gene_1096	rspR	K22293	GntR family transcriptional regulator%2C rspAB operon transcriptional repressor																
contig_1	4794705	4795904	fwd	R401_flye_gene_4120	mgtA	K12583	phosphatidylinositol alpha 1%2C6-mannosyltransferase [EC:2.4.1.-]																
contig_1	6302137	6303174	fwd	R401_flye_gene_5458	gpr	K19265	L-glyceraldehyde 3-phosphate reductase [EC:1.1.1.-]																
contig_1	326358	326612	rev	R401_flye_gene_267	hypothetical protein	NA	NA																
contig_1	1229265	1230107	rev	R401_flye_gene_1093	xdhC	K07402	xanthine dehydrogenase accessory factor																
contig_1	6303371	6304213	rev	R401_flye_gene_5459	tauD	K03119	taurine dioxygenase [EC:1.14.11.17]																
contig_1	326622	326900	rev	R401_flye_gene_268	hypothetical protein	NA	NA																
contig_1	1230232	1232631	rev	R401_flye_gene_1094	xdhB	K13482	xanthine dehydrogenase large subunit [EC:1.17.1.4]																
contig_1	325243	325938	fwd	R401_flye_gene_265	hypothetical protein	NA	NA																
contig_1	1227051	1227815	fwd	R401_flye_gene_1091	vanR	K11475	GntR family transcriptional regulator%2C vanillate catabolism transcriptional regulator																
contig_1	326087	326320	fwd	R401_flye_gene_266	hypothetical protein	NA	NA																
contig_1	1227941	1229245	rev	R401_flye_gene_1092	E3.5.4.3	K01487	guanine deaminase [EC:3.5.4.3]																
contig_1	324294	324461	fwd	R401_flye_gene_263	hypothetical protein	NA	NA																
contig_1	324696	325181	fwd	R401_flye_gene_264	hypothetical protein	NA	NA																
contig_1	323541	323771	fwd	R401_flye_gene_261	hypothetical protein	NA	NA																
contig_1	4805634	4806392	rev	R401_flye_gene_4129	E3.5.4.16	K22391	GTP cyclohydrolase I [EC:3.5.4.16]																
contig_1	323858	324136	rev	R401_flye_gene_262	rof	K19000	Rho-binding antiterminator																
contig_1	4804446	4805363	rev	R401_flye_gene_4128	cysD	K00957	sulfate adenylyltransferase subunit 2 [EC:2.7.7.4]																
contig_1	6292680	6293447	rev	R401_flye_gene_5450	bapA	K20276	large repetitive protein																
contig_1	4804000	4804341	rev	R401_flye_gene_4127	hypothetical protein	NA	NA																
contig_1	6294121	6294882	rev	R401_flye_gene_5451	tcyC	K10010	L-cystine transport system ATP-binding protein [EC:7.4.2.1]																
contig_1	322422	322775	fwd	R401_flye_gene_260	hypothetical protein	NA	NA																
contig_1	4802048	4803946	rev	R401_flye_gene_4126	cysNC	K00955	bifunctional enzyme CysN/CysC [EC:2.7.7.4 2.7.1.25]																
contig_1	6294886	6295551	rev	R401_flye_gene_5452	tcyB	K10009	L-cystine transport system permease protein																
contig_1	1239911	1242268	fwd	R401_flye_gene_1099	E6.5.1.2	K01972	DNA ligase (NAD ) [EC:6.5.1.2]																
contig_1	4800938	4801846	fwd	R401_flye_gene_4125	plsC	K00655	1-acyl-sn-glycerol-3-phosphate acyltransferase [EC:2.3.1.51]																
contig_1	6295551	6296351	rev	R401_flye_gene_5453	fliY	K02424	L-cystine transport system substrate-binding protein																
contig_1	4798835	4800934	fwd	R401_flye_gene_4124	pta	K13788	phosphate acetyltransferase [EC:2.3.1.8]																
contig_1	6296662	6297762	rev	R401_flye_gene_5454	dcyD	K05396	D-cysteine desulfhydrase [EC:4.4.1.15]																
contig_1	1225616	1226806	rev	R401_flye_gene_1090	benE	K05782	benzoate membrane transport protein																
contig_1	294926	297661	fwd	R401_flye_gene_238	malT	K03556	LuxR family transcriptional regulator%2C maltose regulon positive regulatory protein																
contig_1	1218595	1220865	fwd	R401_flye_gene_1086	rlmL	K12297	23S rRNA (guanine2445-N2)-methyltransferase / 23S rRNA (guanine2069-N7)-methyltransferase [EC:2.1.1.173 2.1.1.264]																
contig_1	4788515	4789225	fwd	R401_flye_gene_4112	folM	K13938	dihydromonapterin reductase / dihydrofolate reductase [EC:1.5.1.50 1.5.1.3]																
contig_1	6285759	6286403	rev	R401_flye_gene_5444	metI	K02072	D-methionine transport system permease protein																
contig_1	297731	298231	fwd	R401_flye_gene_239	ogt	K00567	methylated-DNA-[protein]-cysteine S-methyltransferase [EC:2.1.1.63]																
contig_1	1221009	1223393	fwd	R401_flye_gene_1087	pleD	K02488	two-component system%2C cell cycle response regulator [EC:2.7.7.65]																
contig_1	4787734	4788303	fwd	R401_flye_gene_4111	K09932	K09932	uncharacterized protein																
contig_1	6286393	6287517	rev	R401_flye_gene_5445	metN	K02071	D-methionine transport system ATP-binding protein																
contig_1	291248	293101	fwd	R401_flye_gene_236	hypothetical protein	NA	NA																
contig_1	1216572	1217591	fwd	R401_flye_gene_1084	DHODH	K00254	dihydroorotate dehydrogenase [EC:1.3.5.2]																
contig_1	4786554	4787465	rev	R401_flye_gene_4110	litR	K22491	MerR family transcriptional regulator%2C light-induced transcriptional regulator																
contig_1	6287519	6288328	rev	R401_flye_gene_5446	metQ	K02073	D-methionine transport system substrate-binding protein																
contig_1	293127	294491	fwd	R401_flye_gene_237	hypothetical protein	NA	NA																
contig_1	1217848	1218063	rev	R401_flye_gene_1085	rmf	K03812	ribosome modulation factor																
contig_1	6288581	6289939	rev	R401_flye_gene_5447	ladA	K20938	long-chain alkane monooxygenase [EC:1.14.14.28]																
contig_1	288348	288977	fwd	R401_flye_gene_234	rhtC	K05835	threonine efflux protein																
contig_1	1214538	1215113	rev	R401_flye_gene_1082	nasT	K07183	two-component system%2C response regulator / RNA-binding antiterminator																
contig_1	6289939	6291132	rev	R401_flye_gene_5448	dszC	K22219	dibenzothiophene monooxygenase [EC:1.14.14.21]																
contig_1	289234	290916	fwd	R401_flye_gene_235	ACSF2	K00666	fatty-acyl-CoA synthase [EC:6.2.1.-]																
contig_1	1215128	1216339	rev	R401_flye_gene_1083	nasS	K22067	two-component system%2C oxyanion-binding sensor																
contig_1	6291156	6292397	rev	R401_flye_gene_5449	dszC	K22219	dibenzothiophene monooxygenase [EC:1.14.14.21]																
contig_1	286032	287030	rev	R401_flye_gene_232	rsmC	K00564	16S rRNA (guanine1207-N2)-methyltransferase [EC:2.1.1.172]																
contig_1	1211279	1212949	rev	R401_flye_gene_1080	E3.1.3.16	K01090	protein phosphatase [EC:3.1.3.16]																
contig_1	287064	288029	rev	R401_flye_gene_233	hprA	K00018	glycerate dehydrogenase [EC:1.1.1.29]																
contig_1	1212959	1214170	rev	R401_flye_gene_1081	NRT	K02575	MFS transporter%2C NNP family%2C nitrate/nitrite transporter																
contig_1	284245	285060	fwd	R401_flye_gene_230	K07387	K07387	metalloprotease [EC:3.4.24.-]																
contig_1	285187	285771	rev	R401_flye_gene_231	hypothetical protein	NA	NA																
contig_1	4793909	4794664	fwd	R401_flye_gene_4119	cysZ	K06203	CysZ protein																
contig_1	4792635	4793597	rev	R401_flye_gene_4118	E4.3.1.9	K22345	glucosaminate ammonia-lyase [EC:4.3.1.9]																
contig_1	4791187	4792437	fwd	R401_flye_gene_4117	gabT	K07250	4-aminobutyrate aminotransferase / (S)-3-amino-2-methylpropionate transaminase / 5-aminovalerate transaminase [EC:2.6.1.19 2.6.1.22 2.6.1.48]																
contig_1	4790576	4790914	fwd	R401_flye_gene_4116	hypothetical protein	NA	NA																
contig_1	6282363	6283592	fwd	R401_flye_gene_5440	serA	K00058	D-3-phosphoglycerate dehydrogenase / 2-oxoglutarate reductase [EC:1.1.1.95 1.1.1.399]																
contig_1	4790287	4790583	fwd	R401_flye_gene_4115	K09948	K09948	uncharacterized protein																
contig_1	6283799	6284245	rev	R401_flye_gene_5441	hypothetical protein	NA	NA																
contig_1	1223488	1224954	rev	R401_flye_gene_1088	dacB	K07259	serine-type D-Ala-D-Ala carboxypeptidase/endopeptidase (penicillin-binding protein 4) [EC:3.4.16.4 3.4.21.-]																
contig_1	4789807	4790187	fwd	R401_flye_gene_4114	folX	K07589	D-erythro-7%2C8-dihydroneopterin triphosphate epimerase [EC:5.1.99.7]																
contig_1	6284358	6284918	fwd	R401_flye_gene_5442	fliY	K02424	L-cystine transport system substrate-binding protein																
contig_1	1225186	1225527	fwd	R401_flye_gene_1089	K09923	K09923	uncharacterized protein																
contig_1	4789246	4789806	fwd	R401_flye_gene_4113	GCH1	K01495	GTP cyclohydrolase IA [EC:3.5.4.16]																
contig_1	6285031	6285657	rev	R401_flye_gene_5443	wbdD	K18827	O-antigen chain-terminating methyltransferase [EC:2.1.1.- 2.1.1.294 2.7.1.181]																
contig_1	281888	284026	rev	R401_flye_gene_229	mcp	K03406	methyl-accepting chemotaxis protein																
contig_1	307143	307892	fwd	R401_flye_gene_249	otnI	K22131	2-dehydrotetronate isomerase [EC:5.3.1.35]																
contig_1	1202548	1203978	rev	R401_flye_gene_1075	K07487	K07487	transposase																
contig_1	4777104	4778471	rev	R401_flye_gene_4101	hypothetical protein	NA	NA																
contig_1	6274199	6275713	rev	R401_flye_gene_5433	E4.3.1.19	K01754	threonine dehydratase [EC:4.3.1.19]																
contig_1	1204596	1205351	rev	R401_flye_gene_1076	cobA	K02303	uroporphyrin-III C-methyltransferase [EC:2.1.1.107]																
contig_1	4774254	4776803	rev	R401_flye_gene_4100	malT	K03556	LuxR family transcriptional regulator%2C maltose regulon positive regulatory protein																
contig_1	6275851	6276525	fwd	R401_flye_gene_5434	rpiA	K01807	ribose 5-phosphate isomerase A [EC:5.3.1.6]																
contig_1	305924	306340	rev	R401_flye_gene_247	yaeR	K08234	glyoxylase I family protein																
contig_1	1200532	1200918	fwd	R401_flye_gene_1073	rpoE	K03088	RNA polymerase sigma-70 factor%2C ECF subfamily																
contig_1	6276846	6277808	fwd	R401_flye_gene_5435	K07486	K07486	transposase																
contig_1	306448	307101	fwd	R401_flye_gene_248	hypothetical protein	NA	NA																
contig_1	1201027	1202061	fwd	R401_flye_gene_1074	TC.OOP	K03286	OmpA-OmpF porin%2C OOP family																
contig_1	6277858	6278766	rev	R401_flye_gene_5436	K07004	K07004	uncharacterized protein																
contig_1	304968	305480	fwd	R401_flye_gene_245	hypothetical protein	NA	NA																
contig_1	1199164	1199409	fwd	R401_flye_gene_1071	hypothetical protein	NA	NA																
contig_1	6278885	6279817	rev	R401_flye_gene_5437	K07004	K07004	uncharacterized protein																
contig_1	305477	305704	fwd	R401_flye_gene_246	hypothetical protein	NA	NA																
contig_1	1199412	1200236	fwd	R401_flye_gene_1072	hypothetical protein	NA	NA																
contig_1	6280055	6280720	rev	R401_flye_gene_5438	hpaF	K01826	5-carboxymethyl-2-hydroxymuconate isomerase [EC:5.3.3.10]																
contig_1	302915	303547	rev	R401_flye_gene_243	dctQ	K11689	C4-dicarboxylate transporter%2C DctQ subunit																
contig_1	6280763	6282181	rev	R401_flye_gene_5439	LDHD	K00102	D-lactate dehydrogenase (cytochrome) [EC:1.1.2.4]																
contig_1	303613	304608	rev	R401_flye_gene_244	dctP	K11688	C4-dicarboxylate-binding protein DctP																
contig_1	1198105	1199100	fwd	R401_flye_gene_1070	zntB	K16074	zinc transporter																
contig_1	300530	301525	rev	R401_flye_gene_241	dctP	K11688	C4-dicarboxylate-binding protein DctP																
contig_1	4785947	4786552	fwd	R401_flye_gene_4109	hypothetical protein	NA	NA																
contig_1	301635	302918	rev	R401_flye_gene_242	dctM	K11690	C4-dicarboxylate transporter%2C DctM subunit																
contig_1	4785419	4785892	fwd	R401_flye_gene_4108	E4.6.1.1	K01768	adenylate cyclase [EC:4.6.1.1]																
contig_1	4784810	4785265	rev	R401_flye_gene_4107	mioC	K06205	MioC protein																
contig_1	298362	300266	rev	R401_flye_gene_240	hypothetical protein	NA	NA																
contig_1	4783891	4784673	rev	R401_flye_gene_4106	fucA	K01628	L-fuculose-phosphate aldolase [EC:4.1.2.17]																
contig_1	1208393	1210846	rev	R401_flye_gene_1079	nirB	K00362	nitrite reductase (NADH) large subunit [EC:1.7.1.15]																
contig_1	4782989	4783891	rev	R401_flye_gene_4105	oleB	K22318	3-alkyl-4-acyloxetan-2-one decarboxylase																
contig_1	4781754	4782665	rev	R401_flye_gene_4104	HSD17B4	K12405	(3R)-3-hydroxyacyl-CoA dehydrogenase / 3a%2C7a%2C12a-trihydroxy-5b-cholest-24-enoyl-CoA hydratase / enoyl-CoA hydratase 2 [EC:1.1.1.- 4.2.1.107 4.2.1.119]																
contig_1	6272327	6272806	rev	R401_flye_gene_5430	nudH	K08311	putative (di)nucleoside polyphosphate hydrolase [EC:3.6.1.-]																
contig_1	1205362	1208079	rev	R401_flye_gene_1077	nasA	K00372	assimilatory nitrate reductase catalytic subunit [EC:1.7.99.-]																
contig_1	4780941	4781708	fwd	R401_flye_gene_4103	xlyAB	K01447	N-acetylmuramoyl-L-alanine amidase [EC:3.5.1.28]																
contig_1	6272950	6273606	fwd	R401_flye_gene_5431	serB-plsC	K15781	putative phosphoserine phosphatase / 1-acylglycerol-3-phosphate O-acyltransferase [EC:3.1.3.3 2.3.1.51]																
contig_1	1208079	1208396	rev	R401_flye_gene_1078	nirD	K00363	nitrite reductase (NADH) small subunit [EC:1.7.1.15]																
contig_1	4778494	4780287	rev	R401_flye_gene_4102	hypothetical protein	NA	NA																
contig_1	6273728	6274153	rev	R401_flye_gene_5432	hypothetical protein	NA	NA																
contig_1	1783640	1783810	rev	R401_flye_gene_1581	hypothetical protein	NA	NA																
contig_1	1783841	1784143	rev	R401_flye_gene_1582	hypothetical protein	NA	NA																
contig_1	1782581	1783300	rev	R401_flye_gene_1580	K09990	K09990	uncharacterized protein																
contig_1	1787080	1788435	fwd	R401_flye_gene_1589	GSR	K00383	glutathione reductase (NADPH) [EC:1.8.1.7]																
contig_1	5324229	5325554	fwd	R401_flye_gene_4615	ltrA	K00986	RNA-directed DNA polymerase [EC:2.7.7.49]																
contig_1	5321709	5322734	rev	R401_flye_gene_4614	amgK	K07102	N-acetylmuramate 1-kinase [EC:2.7.1.221]																
contig_1	1785885	1786724	fwd	R401_flye_gene_1587	UGP2	K00963	UTP--glucose-1-phosphate uridylyltransferase [EC:2.7.7.9]																
contig_1	5321041	5321712	rev	R401_flye_gene_4613	murU	K00992	N-acetyl-alpha-D-muramate 1-phosphate uridylyltransferase [EC:2.7.7.99]																
contig_1	1786740	1787018	rev	R401_flye_gene_1588	hypothetical protein	NA	NA																
contig_1	5320272	5321039	rev	R401_flye_gene_4612	djlA	K05801	DnaJ like chaperone protein																
contig_1	1785038	1785319	rev	R401_flye_gene_1585	hypothetical protein	NA	NA																
contig_1	5319136	5320128	fwd	R401_flye_gene_4611	hypothetical protein	NA	NA																
contig_1	1785435	1785650	rev	R401_flye_gene_1586	hypothetical protein	NA	NA																
contig_1	5316665	5319061	rev	R401_flye_gene_4610	uhpB	K07675	two-component system%2C NarL family%2C sensor histidine kinase UhpB [EC:2.7.13.3]																
contig_1	1784347	1784697	fwd	R401_flye_gene_1583	hypothetical protein	NA	NA																
contig_1	1784807	1785037	fwd	R401_flye_gene_1584	hypothetical protein	NA	NA																
contig_1	5315912	5316541	rev	R401_flye_gene_4609	uhpA	K07686	two-component system%2C NarL family%2C uhpT operon response regulator UhpA																
contig_1	61446	62303	rev	R401_flye_gene_42	ABC.PE.P1	K02034	peptide/nickel transport system permease protein																
contig_1	5314440	5315564	rev	R401_flye_gene_4608	ABC.SP.A	K02052	putative spermidine/putrescine transport system ATP-binding protein																
contig_1	60463	61449	rev	R401_flye_gene_41	ABC.PE.A	K02031	peptide/nickel transport system ATP-binding protein																
contig_1	5313346	5314389	rev	R401_flye_gene_4607	ABC.SP.S	K02055	putative spermidine/putrescine transport system substrate-binding protein																
contig_1	59495	60466	rev	R401_flye_gene_40	ABC.PE.A1	K02032	peptide/nickel transport system ATP-binding protein																
contig_1	5311904	5313151	rev	R401_flye_gene_4606	ABC.SP.P1	K02054	putative spermidine/putrescine transport system permease protein																
contig_1	5311066	5311890	rev	R401_flye_gene_4605	ABC.SP.P	K02053	putative spermidine/putrescine transport system permease protein																
contig_1	65155	66054	fwd	R401_flye_gene_46	laaA	K18457	L-proline amide hydrolase [EC:3.5.1.101]																
contig_1	64303	65064	fwd	R401_flye_gene_45	sdiA	K07782	LuxR family transcriptional regulator%2C quorum-sensing system regulator SdiA																
contig_1	63251	64138	rev	R401_flye_gene_44	pip	K01259	proline iminopeptidase [EC:3.4.11.5]																
contig_1	62300	63247	rev	R401_flye_gene_43	ABC.PE.P	K02033	peptide/nickel transport system permease protein																
contig_1	75383	75820	fwd	R401_flye_gene_49	hypothetical protein	NA	NA																
contig_1	67961	75370	fwd	R401_flye_gene_48	fhaB	K15125	filamentous hemagglutinin																
contig_1	66230	67936	fwd	R401_flye_gene_47	fhaC	K07326	hemolysin activation/secretion protein																
contig_1	1773933	1774496	rev	R401_flye_gene_1570	hypothetical protein	NA	NA																
contig_1	1774613	1775668	rev	R401_flye_gene_1571	topA	K03168	DNA topoisomerase I [EC:5.99.1.2]																
contig_1	1780753	1781826	rev	R401_flye_gene_1578	ada	K10778	AraC family transcriptional regulator%2C regulatory protein of adaptative response / methylated-DNA-[protein]-cysteine methyltransferase [EC:2.1.1.63]																
contig_1	5309702	5310850	rev	R401_flye_gene_4604	adh1	K19954	alcohol dehydrogenase [EC:1.1.1.-]																
contig_1	1781914	1782594	rev	R401_flye_gene_1579	alkB	K03919	DNA oxidative demethylase [EC:1.14.11.33]																
contig_1	5308949	5309623	rev	R401_flye_gene_4603	rpe	K01783	ribulose-phosphate 3-epimerase [EC:5.1.3.1]																
contig_1	1779081	1780151	rev	R401_flye_gene_1576	ncd2	K00459	nitronate monooxygenase [EC:1.13.12.16]																
contig_1	5308134	5308952	rev	R401_flye_gene_4602	gph	K01091	phosphoglycolate phosphatase [EC:3.1.3.18]																
contig_1	1780301	1780789	fwd	R401_flye_gene_1577	K13653	K13653	AraC family transcriptional regulator																
contig_1	5306582	5308063	rev	R401_flye_gene_4601	trpE	K01657	anthranilate synthase component I [EC:4.1.3.27]																
contig_1	1777653	1778405	rev	R401_flye_gene_1574	modA	K02020	molybdate transport system substrate-binding protein																
contig_1	5304514	5306421	fwd	R401_flye_gene_4600	apeE	K12686	outer membrane lipase/esterase																
contig_1	1778372	1778989	rev	R401_flye_gene_1575	hypothetical protein	NA	NA																
contig_1	1775889	1776968	rev	R401_flye_gene_1572	modC	K02017	molybdate transport system ATP-binding protein [EC:3.6.3.29]																
contig_1	1776972	1777652	rev	R401_flye_gene_1573	modB	K02018	molybdate transport system permease protein																
contig_1	78526	78969	fwd	R401_flye_gene_53	hypothetical protein	NA	NA																
contig_1	78036	78428	fwd	R401_flye_gene_52	hypothetical protein	NA	NA																
contig_1	77360	77653	fwd	R401_flye_gene_51	hypothetical protein	NA	NA																
contig_1	1773628	1773807	rev	R401_flye_gene_1569	K06884	K06884	uncharacterized protein																
contig_1	76012	77352	fwd	R401_flye_gene_50	fhaB	K15125	filamentous hemagglutinin																
contig_1	82129	91461	fwd	R401_flye_gene_57	fhaB	K15125	filamentous hemagglutinin																
contig_1	81622	81744	rev	R401_flye_gene_56	hypothetical protein	NA	NA																
contig_1	80609	81046	rev	R401_flye_gene_55	hypothetical protein	NA	NA																
contig_1	79278	80402	fwd	R401_flye_gene_54	hypothetical protein	NA	NA																
contig_1	92424	92999	fwd	R401_flye_gene_59	hypothetical protein	NA	NA																
contig_1	91815	92207	rev	R401_flye_gene_58	hypothetical protein	NA	NA																
contig_1	3464555	3467059	fwd	R401_flye_gene_2891	napA	K02567	periplasmic nitrate reductase NapA [EC:1.7.99.-]																
contig_1	1763928	1766030	rev	R401_flye_gene_1560	cheA	K03407	two-component system%2C chemotaxis family%2C sensor kinase CheA [EC:2.7.13.3]																
contig_1	3464298	3464558	fwd	R401_flye_gene_2890	napD	K02570	periplasmic nitrate reductase NapD																
contig_1	474740	475429	rev	R401_flye_gene_399	hypothetical protein	NA	NA																
contig_1	470433	471533	fwd	R401_flye_gene_397	mexJ	K18302	membrane fusion protein%2C multidrug efflux system																
contig_1	471540	474605	fwd	R401_flye_gene_398	mexK	K18303	multidrug efflux pump																
contig_1	468586	469368	fwd	R401_flye_gene_395	rsmJ	K15984	16S rRNA (guanine1516-N2)-methyltransferase [EC:2.1.1.242]																
contig_1	1772478	1773011	fwd	R401_flye_gene_1567	hypothetical protein	NA	NA																
contig_1	3472626	3472982	rev	R401_flye_gene_2899	hypothetical protein	NA	NA																
contig_1	469703	470338	rev	R401_flye_gene_396	mexL	K18301	TetR/AcrR family transcriptional regulator%2C mexJK operon transcriptional repressor																
contig_1	1773016	1773486	rev	R401_flye_gene_1568	arsC2	K03741	arsenate reductase (thioredoxin) [EC:1.20.4.4]																
contig_1	3472416	3472619	rev	R401_flye_gene_2898	hypothetical protein	NA	NA																
contig_1	467172	467870	fwd	R401_flye_gene_393	hypothetical protein	NA	NA																
contig_1	1769998	1770657	fwd	R401_flye_gene_1565	yfbT	K19270	sugar-phosphatase [EC:3.1.3.23]																
contig_1	3470779	3471450	rev	R401_flye_gene_2897	K07483	K07483	transposase																
contig_1	467874	468494	rev	R401_flye_gene_394	hypothetical protein	NA	NA																
contig_1	1770887	1772260	rev	R401_flye_gene_1566	ppnN	K06966	pyrimidine/purine-5-nucleotide nucleosidase [EC:3.2.2.10 3.2.2.-]																
contig_1	3470079	3470786	rev	R401_flye_gene_2896	hypothetical protein	NA	NA																
contig_1	465442	466302	fwd	R401_flye_gene_391	hypothetical protein	NA	NA																
contig_1	1766747	1767961	rev	R401_flye_gene_1563	mcp	K03406	methyl-accepting chemotaxis protein																
contig_1	3469581	3469829	rev	R401_flye_gene_2895	hypothetical protein	NA	NA																
contig_1	466334	467155	fwd	R401_flye_gene_392	bcpA	K01003	oxaloacetate decarboxylase [EC:4.1.1.112]																
contig_1	1768429	1769775	fwd	R401_flye_gene_1564	TC.MATE	K03327	multidrug resistance protein%2C MATE family																
contig_1	3469237	3469449	fwd	R401_flye_gene_2894	hypothetical protein	NA	NA																
contig_1	1766067	1766351	rev	R401_flye_gene_1561	spoIIAA	K06378	stage II sporulation protein AA (anti-sigma F factor antagonist)																
contig_1	3467566	3468162	fwd	R401_flye_gene_2893	napC	K02569	cytochrome c-type protein NapC																
contig_1	465131	465442	fwd	R401_flye_gene_390	hypothetical protein	NA	NA																
contig_1	1766367	1766735	rev	R401_flye_gene_1562	cheY	K03413	two-component system%2C chemotaxis family%2C chemotaxis protein CheY																
contig_1	3467071	3467556	fwd	R401_flye_gene_2892	napB	K02568	cytochrome c-type protein NapB																
contig_1	93094	93888	fwd	R401_flye_gene_60	hypothetical protein	NA	NA																
contig_1	97976	98368	fwd	R401_flye_gene_64	hypothetical protein	NA	NA																
contig_1	97060	97353	fwd	R401_flye_gene_63	hypothetical protein	NA	NA																
contig_1	95698	96168	fwd	R401_flye_gene_62	hypothetical protein	NA	NA																
contig_1	1761660	1762196	rev	R401_flye_gene_1558	cheW	K03408	purine-binding chemotaxis protein CheW																
contig_1	94036	95004	fwd	R401_flye_gene_61	K07126	K07126	uncharacterized protein																
contig_1	1762236	1763894	rev	R401_flye_gene_1559	mcp	K03406	methyl-accepting chemotaxis protein																
contig_1	3464095	3464262	fwd	R401_flye_gene_2889	napE	K02571	periplasmic nitrate reductase NapE																
contig_1	101646	101918	rev	R401_flye_gene_68	hypothetical protein	NA	NA																
contig_1	100538	100924	fwd	R401_flye_gene_67	hypothetical protein	NA	NA																
contig_1	99171	99473	fwd	R401_flye_gene_66	hypothetical protein	NA	NA																
contig_1	98466	98909	fwd	R401_flye_gene_65	hypothetical protein	NA	NA																
contig_1	102523	104004	fwd	R401_flye_gene_69	hypothetical protein	NA	NA																
contig_1	3448678	3450615	rev	R401_flye_gene_2880	nosZ	K00376	nitrous-oxide reductase [EC:1.7.2.4]																
contig_1	1760333	1760830	rev	R401_flye_gene_1556	cheD	K03411	chemotaxis protein CheD [EC:3.5.1.44]																
contig_1	3461883	3463844	fwd	R401_flye_gene_2888	mcp	K03406	methyl-accepting chemotaxis protein																
contig_1	1760827	1761663	rev	R401_flye_gene_1557	cheR	K00575	chemotaxis protein methyltransferase CheR [EC:2.1.1.80]																
contig_1	3460461	3460649	rev	R401_flye_gene_2887	norD	K02448	nitric oxide reductase NorD protein																
contig_1	1758136	1758411	fwd	R401_flye_gene_1554	hypothetical protein	NA	NA																
contig_1	3460039	3460203	fwd	R401_flye_gene_2886	hypothetical protein	NA	NA																
contig_1	1759257	1760330	rev	R401_flye_gene_1555	cheB	K03412	two-component system%2C chemotaxis family%2C protein-glutamate methylesterase/glutaminase [EC:3.1.1.61 3.5.1.44]																
contig_1	3457762	3459783	fwd	R401_flye_gene_2885	norD	K02448	nitric oxide reductase NorD protein																
contig_1	1755142	1756890	rev	R401_flye_gene_1552	ABC.SN.P	K02050	NitT/TauT family transport system permease protein																
contig_1	3456946	3457761	fwd	R401_flye_gene_2884	norQ	K04748	nitric oxide reductase NorQ protein																
contig_1	1757612	1758145	fwd	R401_flye_gene_1553	K07491	K07491	putative transposase																
contig_1	3455564	3456931	fwd	R401_flye_gene_2883	norB	K04561	nitric oxide reductase subunit B [EC:1.7.2.5]																
